image,px,py
01_000001.jpg,226.22508239746094,166.42541313171387
01_000002.jpg,226.21406173706055,166.43964004516602
01_000003.jpg,226.52057266235352,166.5198802947998
01_000004.jpg,226.52057266235352,166.5198802947998
01_000005.jpg,224.88480377197266,166.31522178649902
01_000006.jpg,224.88480377197266,166.31522178649902
01_000007.jpg,224.43968963623047,166.02785682678223
01_000008.jpg,224.50621032714844,166.40752983093262
01_000009.jpg,224.50621032714844,166.40752983093262
01_000012.jpg,225.48676300048828,166.6867561340332
01_000013.jpg,225.28387451171875,166.82561874389648
01_000014.jpg,225.28387451171875,166.82561874389648
01_000015.jpg,225.67173767089844,166.63284873962402
01_000016.jpg,225.78776931762695,166.7792625427246
01_000017.jpg,225.78776931762695,166.7792625427246
01_000018.jpg,225.5768928527832,166.6443099975586
01_000019.jpg,225.5768928527832,166.6443099975586
01_000020.jpg,225.64169692993164,166.7259464263916
01_000023.jpg,225.49457931518555,166.65841674804688
01_000024.jpg,225.72369003295898,166.68708419799805
01_000025.jpg,225.72369003295898,166.68708419799805
01_000026.jpg,224.93442916870117,166.5389404296875
01_000027.jpg,225.29307556152344,166.60165786743164
01_000028.jpg,225.29307556152344,166.60165786743164
01_000029.jpg,225.8516616821289,166.8908920288086
01_000030.jpg,225.8516616821289,166.8908920288086
01_000031.jpg,225.1810531616211,166.77517700195312
01_000032.jpg,223.8221092224121,176.98961639404297
01_000033.jpg,223.8221092224121,176.98961639404297
01_000034.jpg,225.4006118774414,166.8538055419922
01_000035.jpg,225.4006118774414,166.8538055419922
01_000036.jpg,225.3685417175293,166.916353225708
01_000037.jpg,225.26886749267578,166.88161659240723
01_000038.jpg,225.26886749267578,166.88161659240723
01_000039.jpg,225.17739486694336,166.90211868286133
01_000040.jpg,226.53237915039062,167.4931526184082
01_000041.jpg,226.53237915039062,167.4931526184082
01_000042.jpg,226.8405990600586,167.46485710144043
01_000043.jpg,226.8405990600586,167.46485710144043
01_000044.jpg,226.5050163269043,167.59594917297363
01_000045.jpg,225.12200927734375,166.87731552124023
01_000046.jpg,225.12200927734375,166.87731552124023
01_000047.jpg,226.4145965576172,167.64653396606445
01_000048.jpg,226.22041702270508,167.52631378173828
01_000049.jpg,226.22041702270508,167.52631378173828
01_000050.jpg,226.14535522460938,167.74013900756836
01_000051.jpg,226.82867431640625,167.9368896484375
01_000052.jpg,226.82867431640625,167.9368896484375
01_000053.jpg,225.4067726135254,167.47513961791992
01_000054.jpg,225.4067726135254,167.47513961791992
01_000055.jpg,227.1983985900879,168.47871589660645
01_000056.jpg,226.0027732849121,167.7379207611084
01_000057.jpg,226.0027732849121,167.7379207611084
01_000058.jpg,225.83876419067383,167.71703720092773
02_000069.jpg,221.8230972290039,167.86659622192383
02_000070.jpg,221.8230972290039,167.86659622192383
02_000071.jpg,222.73734283447266,168.29756355285645
02_000072.jpg,221.7570457458496,167.61277198791504
02_000073.jpg,221.7570457458496,167.61277198791504
02_000074.jpg,217.26687240600586,167.2633762359619
02_000075.jpg,216.3946418762207,167.23964309692383
02_000076.jpg,216.3946418762207,167.23964309692383
02_000077.jpg,220.19061279296875,167.94389724731445
02_000078.jpg,220.19061279296875,167.94389724731445
02_000079.jpg,219.72682189941406,168.15838623046875
02_000080.jpg,219.7809715270996,168.34684944152832
02_000081.jpg,219.7809715270996,168.34684944152832
02_000082.jpg,217.5979995727539,167.00042533874512
02_000083.jpg,217.5979995727539,167.00042533874512
02_000084.jpg,219.92974090576172,167.61684608459473
02_000085.jpg,220.26653671264648,167.7200927734375
02_000086.jpg,220.26653671264648,167.7200927734375
02_000087.jpg,219.10675048828125,167.67159461975098
02_000088.jpg,219.0827751159668,165.26463317871094
02_000089.jpg,219.0827751159668,165.26463317871094
02_000090.jpg,219.84674072265625,167.50244903564453
02_000091.jpg,219.84674072265625,167.50244903564453
02_000092.jpg,217.3689956665039,167.00592231750488
02_000093.jpg,219.62605667114258,168.09479141235352
02_000094.jpg,219.62605667114258,168.09479141235352
02_000095.jpg,219.5198211669922,167.7749080657959
02_000096.jpg,219.5198211669922,167.7749080657959
02_000097.jpg,220.21159744262695,167.8942756652832
02_000098.jpg,218.56980895996094,166.6259536743164
02_000099.jpg,217.09290313720703,166.75252532958984
02_000100.jpg,217.09290313720703,166.75252532958984
02_000104.jpg,217.17838287353516,166.73742485046387
02_000105.jpg,217.17838287353516,166.73742485046387
02_000106.jpg,217.30023193359375,166.85733032226562
02_000107.jpg,217.30023193359375,166.85733032226562
02_000108.jpg,216.85587692260742,166.84795951843262
02_000109.jpg,220.1105079650879,167.9782257080078
02_000110.jpg,220.1105079650879,167.9782257080078
02_000111.jpg,217.11931991577148,166.6349868774414
02_000112.jpg,217.98758697509766,167.1416358947754
02_000113.jpg,217.98758697509766,167.1416358947754
02_000114.jpg,218.23634719848633,166.8414421081543
02_000115.jpg,218.23634719848633,166.8414421081543
02_000116.jpg,219.98479843139648,167.98397254943848
02_000117.jpg,220.38144302368164,172.7037010192871
02_000118.jpg,220.38144302368164,172.7037010192871
02_000119.jpg,219.27532196044922,167.6050567626953
02_000120.jpg,220.44277954101562,167.91054725646973
02_000121.jpg,220.44277954101562,167.91054725646973
02_000122.jpg,219.6851043701172,167.93671226501465
02_000123.jpg,219.58090209960938,167.90314483642578
02_000124.jpg,219.58090209960938,167.90314483642578
02_000125.jpg,219.34391403198242,167.5720977783203
02_000126.jpg,219.34391403198242,167.5720977783203
02_000127.jpg,217.36711883544922,166.66881942749023
02_000128.jpg,219.6336669921875,167.6017017364502
03_000139.jpg,222.64262008666992,168.0887565612793
03_000140.jpg,232.78795623779297,169.39592170715332
03_000141.jpg,234.2851905822754,170.08044242858887
03_000142.jpg,234.2851905822754,170.08044242858887
03_000143.jpg,235.18668365478516,170.861083984375
03_000144.jpg,234.6584014892578,170.5903778076172
03_000145.jpg,234.6584014892578,170.5903778076172
03_000146.jpg,233.87810516357422,171.94454765319824
03_000147.jpg,234.39642715454102,172.03280639648438
03_000148.jpg,234.39642715454102,172.03280639648438
03_000149.jpg,234.52039337158203,172.07961654663086
03_000150.jpg,234.52039337158203,172.07961654663086
03_000151.jpg,234.5991439819336,172.18331146240234
03_000152.jpg,234.06054306030273,172.0708236694336
03_000153.jpg,234.06054306030273,172.0708236694336
03_000154.jpg,234.45992279052734,171.8038101196289
03_000155.jpg,234.45992279052734,171.8038101196289
03_000156.jpg,234.4276885986328,172.1597023010254
03_000157.jpg,234.48078536987305,172.0801658630371
03_000158.jpg,234.48078536987305,172.0801658630371
03_000159.jpg,234.40952682495117,172.1300926208496
03_000160.jpg,234.60395431518555,172.07992935180664
03_000161.jpg,234.60395431518555,172.07992935180664
03_000162.jpg,234.2252197265625,171.9482593536377
03_000163.jpg,234.2252197265625,171.9482593536377
03_000164.jpg,233.98948669433594,171.7559356689453
03_000165.jpg,233.11521911621094,171.52575302124023
03_000166.jpg,233.11521911621094,171.52575302124023
03_000167.jpg,233.20692825317383,171.16328239440918
03_000168.jpg,233.20692825317383,171.16328239440918
03_000169.jpg,233.60097122192383,171.65256881713867
03_000170.jpg,233.6817626953125,171.56215858459473
03_000171.jpg,233.3690528869629,171.51415061950684
03_000172.jpg,233.3690528869629,171.51415061950684
03_000173.jpg,233.23236465454102,171.47363090515137
03_000174.jpg,233.23236465454102,171.47363090515137
03_000175.jpg,232.93197631835938,171.62994766235352
03_000176.jpg,232.2963981628418,170.77117538452148
03_000177.jpg,232.2963981628418,170.77117538452148
03_000178.jpg,232.71026611328125,171.1748332977295
03_000179.jpg,232.71026611328125,171.1748332977295
03_000180.jpg,232.23343658447266,171.2259979248047
03_000181.jpg,232.66865921020508,171.40751457214355
03_000182.jpg,232.66865921020508,171.40751457214355
03_000183.jpg,232.8459701538086,171.58037757873535
03_000184.jpg,232.8062515258789,171.45140838623047
03_000185.jpg,232.8062515258789,171.45140838623047
03_000186.jpg,232.81813430786133,171.41776084899902
03_000187.jpg,232.81813430786133,171.41776084899902
03_000188.jpg,232.8211212158203,171.39169883728027
03_000189.jpg,232.25340270996094,170.6030731201172
03_000190.jpg,232.25340270996094,170.6030731201172
03_000191.jpg,232.61132431030273,171.24211502075195
03_000192.jpg,232.61132431030273,171.24211502075195
03_000193.jpg,232.7709732055664,171.37287521362305
03_000194.jpg,233.13187408447266,171.5019817352295
03_000195.jpg,233.14054107666016,171.48391342163086
03_000196.jpg,233.14054107666016,171.48391342163086
03_000197.jpg,232.78856658935547,171.40835189819336
03_000198.jpg,232.78856658935547,171.40835189819336
04_000209.jpg,229.73751831054688,170.59544563293457
04_000210.jpg,228.49601364135742,170.88923263549805
04_000211.jpg,225.29942321777344,170.72317504882812
04_000212.jpg,225.29942321777344,170.72317504882812
04_000213.jpg,226.1730079650879,170.8066635131836
04_000214.jpg,226.1730079650879,170.8066635131836
04_000215.jpg,225.97794723510742,170.85796928405762
04_000216.jpg,225.73593521118164,171.1064109802246
04_000217.jpg,225.73593521118164,171.1064109802246
04_000218.jpg,224.47420120239258,170.58662033081055
04_000219.jpg,224.05565643310547,170.5311450958252
04_000220.jpg,224.05565643310547,170.5311450958252
04_000221.jpg,223.58677673339844,170.6258029937744
04_000222.jpg,223.58677673339844,170.6258029937744
04_000223.jpg,225.27620315551758,171.3550148010254
04_000224.jpg,224.2092514038086,170.73126411437988
04_000225.jpg,224.2092514038086,170.73126411437988
04_000226.jpg,225.16274642944336,170.94636726379395
04_000227.jpg,225.16274642944336,170.94636726379395
04_000228.jpg,225.7119255065918,171.52009391784668
04_000229.jpg,225.0776252746582,171.06099891662598
04_000230.jpg,226.80212783813477,171.86069679260254
04_000231.jpg,226.80212783813477,171.86069679260254
04_000232.jpg,225.1686782836914,171.40520095825195
04_000233.jpg,225.1686782836914,171.40520095825195
04_000234.jpg,226.4115104675293,171.70231246948242
04_000235.jpg,226.32221221923828,171.58129119873047
04_000236.jpg,226.32221221923828,171.58129119873047
04_000237.jpg,226.67560195922852,172.13106155395508
04_000238.jpg,226.67560195922852,172.13106155395508
04_000239.jpg,226.72810745239258,171.93408203125
04_000240.jpg,225.71999740600586,171.33550453186035
04_000241.jpg,225.71999740600586,171.33550453186035
04_000242.jpg,225.51187133789062,171.8143310546875
04_000243.jpg,225.1904525756836,171.54610061645508
04_000244.jpg,225.1904525756836,171.54610061645508
04_000245.jpg,225.5217628479004,171.4911708831787
04_000246.jpg,225.5217628479004,171.4911708831787
04_000247.jpg,225.1741943359375,171.7915439605713
04_000248.jpg,225.56238555908203,172.08373260498047
04_000249.jpg,225.56238555908203,172.08373260498047
04_000250.jpg,225.12747192382812,171.83600997924805
04_000251.jpg,225.12747192382812,171.83600997924805
04_000252.jpg,225.06008911132812,171.70795822143555
04_000253.jpg,225.21585845947266,171.57180404663086
04_000254.jpg,225.33967971801758,171.71647262573242
04_000255.jpg,225.33967971801758,171.71647262573242
04_000256.jpg,224.92512893676758,171.57056427001953
04_000257.jpg,224.92512893676758,171.57056427001953
04_000258.jpg,225.16176986694336,171.00023460388184
04_000259.jpg,225.6222686767578,171.78904151916504
04_000260.jpg,225.6222686767578,171.78904151916504
04_000261.jpg,226.68529891967773,171.82111358642578
04_000262.jpg,226.68529891967773,171.82111358642578
04_000263.jpg,214.0902442932129,143.29215621948242
04_000264.jpg,226.73802947998047,171.62555694580078
04_000265.jpg,226.73802947998047,171.62555694580078
04_000266.jpg,225.06185913085938,171.1976203918457
04_000267.jpg,225.65608596801758,171.95856285095215
05_000279.jpg,220.26197052001953,170.84896087646484
05_000280.jpg,198.1503448486328,152.52834129333496
05_000281.jpg,198.1503448486328,152.52834129333496
05_000282.jpg,217.17377853393555,170.66441917419434
05_000283.jpg,163.45501327514648,147.44543266296387
05_000284.jpg,163.45501327514648,147.44543266296387
05_000285.jpg,216.3256378173828,170.67738342285156
05_000286.jpg,216.3256378173828,170.67738342285156
05_000288.jpg,216.41062545776367,170.76769828796387
05_000289.jpg,216.41062545776367,170.76769828796387
05_000290.jpg,216.18164443969727,170.68673133850098
05_000291.jpg,216.1704864501953,170.78034782409668
05_000292.jpg,216.1704864501953,170.78034782409668
05_000293.jpg,215.9801139831543,170.63350677490234
05_000294.jpg,215.9801139831543,170.63350677490234
05_000295.jpg,216.19349670410156,170.62080192565918
05_000296.jpg,216.4043312072754,170.77011489868164
05_000297.jpg,216.4043312072754,170.77011489868164
05_000298.jpg,217.1082878112793,170.73427963256836
05_000299.jpg,217.1082878112793,170.73427963256836
05_000300.jpg,218.37242889404297,170.83124160766602
05_000301.jpg,217.3552131652832,170.83165740966797
05_000302.jpg,179.70827674865723,152.03789520263672
05_000303.jpg,179.70827674865723,152.03789520263672
05_000304.jpg,217.30944442749023,170.87213897705078
05_000305.jpg,217.30944442749023,170.87213897705078
05_000306.jpg,217.1676902770996,170.78564834594727
05_000307.jpg,217.568359375,170.72182655334473
05_000308.jpg,217.568359375,170.72182655334473
05_000309.jpg,217.28059768676758,170.78835678100586
05_000310.jpg,217.28059768676758,170.78835678100586
05_000311.jpg,219.77809524536133,171.21100044250488
05_000312.jpg,220.1156997680664,171.6328182220459
05_000313.jpg,220.1156997680664,171.6328182220459
